StartSample,EndSample,StartTimeFromEpochSeconds,StartTimeRelativeToStimulusSeconds,MeanAbsoluteDifferenceHz,GroupAMeanAbsoluteDifferenceHz,GroupBMeanAbsoluteDifferenceHz,RootMeanSquaredDifferenceHz,MaximumAbsoluteDifferenceHz,MatchingPercentage
233,1482,0.928,0.428,0.226452380952381,0.0638333333333334,0.316796296296296,0.423127180775604,1.77,45.5357142857143
244,1493,0.972,0.472,0.226809523809524,0.0663333333333334,0.315962962962963,0.417400430099945,1.77,43.75
237,1486,0.944,0.444,0.227940476190476,0.0655000000000001,0.318185185185185,0.429422489633664,1.77,44.6428571428571
243,1492,0.968,0.468,0.228595238095238,0.0713333333333334,0.315962962962963,0.418112852161778,1.77,43.75
35,1284,0.136,-0.364,0.228714285714286,0.0911666666666667,0.30512962962963,0.409375860595242,1.77,45.5357142857143
228,1477,0.908,0.408,0.228892857142857,0.0756666666666668,0.314018518518518,0.426834165410765,1.77,46.4285714285714
229,1478,0.912,0.412,0.228892857142857,0.0756666666666668,0.314018518518518,0.426834165410765,1.77,46.4285714285714
230,1479,0.916,0.416,0.228892857142857,0.0756666666666668,0.314018518518518,0.426834165410765,1.77,46.4285714285714
231,1480,0.92,0.42,0.228892857142857,0.0756666666666668,0.314018518518518,0.426834165410765,1.77,46.4285714285714
242,1491,0.964,0.464,0.228892857142857,0.0713333333333334,0.316425925925926,0.418150813911205,1.77,42.8571428571429
232,1481,0.924,0.424,0.230619047619048,0.0805000000000001,0.314018518518518,0.427373048076528,1.77,45.5357142857143
38,1287,0.148,-0.352,0.230619047619048,0.0911666666666667,0.308092592592593,0.416844371628945,1.77,45.5357142857143
32,1281,0.124,-0.376,0.231392857142857,0.102,0.303277777777778,0.4091964929484,1.77,43.75
33,1282,0.128,-0.372,0.231392857142857,0.103666666666667,0.302351851851852,0.408861786325722,1.77,43.75
39,1288,0.152,-0.348,0.231511904761905,0.0911666666666667,0.309481481481482,0.417602881535397,1.77,45.5357142857143
34,1283,0.132,-0.368,0.231690476190476,0.102,0.303740740740741,0.410431083865702,1.77,44.6428571428571
22,1271,0.084,-0.416,0.232464285714286,0.106833333333333,0.302259259259259,0.411842674924405,1.77,43.75
31,1280,0.12,-0.38,0.23377380952381,0.102,0.306981481481482,0.412480523830741,1.77,43.75
40,1289,0.156,-0.344,0.233833333333333,0.0943333333333333,0.311333333333333,0.413702916565261,1.77,45.5357142857143
24,1273,0.092,-0.408,0.233952380952381,0.106833333333333,0.304574074074074,0.417227365597194,1.77,44.6428571428571
20,1269,0.076,-0.424,0.2355,0.106166666666667,0.307351851851852,0.417329596438465,1.77,44.6428571428571
30,1279,0.116,-0.384,0.235559523809524,0.102,0.309759259259259,0.411888440359264,1.77,43.75
14,1263,0.052,-0.448,0.237107142857143,0.110333333333333,0.307537037037037,0.421455461880857,1.77,41.9642857142857
48,1297,0.188,-0.312,0.237404761904762,0.0901666666666667,0.319203703703704,0.428358466929832,1.77,46.4285714285714
29,1278,0.112,-0.388,0.237940476190476,0.103666666666667,0.312537037037037,0.41374607848331,1.77,43.75
43,1292,0.168,-0.332,0.238,0.0943333333333333,0.317814814814815,0.426553305252957,1.77,44.6428571428571
25,1274,0.096,-0.404,0.238119047619048,0.105166666666667,0.311981481481481,0.418734516415945,1.77,42.8571428571429
12,1261,0.044,-0.456,0.238178571428571,0.127833333333333,0.299481481481481,0.420456224246873,1.77,41.9642857142857
42,1291,0.164,-0.336,0.238297619047619,0.0943333333333333,0.318277777777778,0.426657951919928,1.77,44.6428571428571
21,1270,0.08,-0.42,0.23877380952381,0.106166666666667,0.312444444444444,0.419286175333026,1.77,44.6428571428571
47,1296,0.184,-0.316,0.238892857142857,0.0901666666666667,0.321518518518519,0.428699241523168,1.77,45.5357142857143
46,1295,0.18,-0.32,0.239190476190476,0.0901666666666667,0.321981481481482,0.428710811990391,1.77,45.5357142857143
11,1260,0.04,-0.46,0.239964285714286,0.127833333333333,0.302259259259259,0.42341874841336,1.77,41.9642857142857
10,1259,0.036,-0.464,0.240083333333333,0.127833333333333,0.302444444444444,0.423437491873133,1.77,41.9642857142857
41,1290,0.16,-0.34,0.240083333333333,0.0943333333333333,0.321055555555556,0.429868593801068,1.77,44.6428571428571
26,1275,0.1,-0.4,0.240202380952381,0.106833333333333,0.314296296296296,0.42045575234802,1.77,42.8571428571429
